scenario,row_index,listing_id,group_id,repeat_group_id,is_grouped_repeat,group_size,fold
A,66,103795255,A_UNIQUE_103795255,,False,1,2
A,67,103708653,A_UNIQUE_103708653,,False,1,5
A,68,103795254,A_UNIQUE_103795254,,False,1,1
A,69,103795238,A_UNIQUE_103795238,,False,1,4
A,70,103663119,A_UNIQUE_103663119,,False,1,4
A,71,103537807,A_UNIQUE_103537807,,False,1,5
A,72,101480721,A_UNIQUE_101480721,,False,1,2
A,73,103530633,A_UNIQUE_103530633,,False,1,3
A,74,103805563,A_UNIQUE_103805563,,False,1,2
A,75,103805555,A_UNIQUE_103805555,,False,1,1
A,76,102631653,A_UNIQUE_102631653,,False,1,3
A,77,102006980,A_UNIQUE_102006980,,False,1,3
A,78,103805644,A_UNIQUE_103805644,,False,1,5
A,79,103073792,A_UNIQUE_103073792,,False,1,5
A,80,102725022,A_UNIQUE_102725022,,False,1,5
A,81,102850930,A_UNIQUE_102850930,,False,1,1
A,82,103149030,A_UNIQUE_103149030,,False,1,5
A,83,103805620,A_UNIQUE_103805620,,False,1,3
A,84,103805611,A_UNIQUE_103805611,,False,1,5
A,85,103805539,A_UNIQUE_103805539,,False,1,1
A,86,103581872,A_UNIQUE_103581872,,False,1,2
A,87,103563958,A_UNIQUE_103563958,,False,1,1
A,88,103443920,A_UNIQUE_103443920,,False,1,2
A,89,103383454,A_UNIQUE_103383454,,False,1,2
A,90,103351715,A_UNIQUE_103351715,,False,1,1
A,91,103323847,A_UNIQUE_103323847,,False,1,3
A,92,103293875,A_UNIQUE_103293875,,False,1,4
A,93,103199527,A_UNIQUE_103199527,,False,1,1
A,94,102738500,A_UNIQUE_102738500,,False,1,1
A,95,102492658,A_UNIQUE_102492658,,False,1,4
A,96,102343002,A_UNIQUE_102343002,,False,1,2
A,97,102223783,A_UNIQUE_102223783,,False,1,3
A,98,102211027,A_UNIQUE_102211027,,False,1,2
A,99,100883751,A_UNIQUE_100883751,,False,1,3
A,100,99869405,A_UNIQUE_99869405,,False,1,4
A,101,103098770,A_UNIQUE_103098770,,False,1,2
A,102,103805449,A_UNIQUE_103805449,,False,1,5
A,103,102631668,A_UNIQUE_102631668,,False,1,1
A,104,103805522,A_UNIQUE_103805522,,False,1,5
A,105,103805519,A_UNIQUE_103805519,,False,1,5
A,106,103805518,A_UNIQUE_103805518,,False,1,3
A,107,103805514,A_UNIQUE_103805514,,False,1,1
A,108,103805511,A_UNIQUE_103805511,,False,1,2
A,109,103805510,A_UNIQUE_103805510,,False,1,3
A,110,103805502,A_UNIQUE_103805502,,False,1,5
A,111,103805427,A_UNIQUE_103805427,,False,1,2
A,112,103805422,A_UNIQUE_103805422,,False,1,2
A,113,102631678,A_UNIQUE_102631678,,False,1,1
A,114,101602694,A_UNIQUE_101602694,,False,1,1
A,115,103734716,A_UNIQUE_103734716,,False,1,2
A,116,102649103,A_UNIQUE_102649103,,False,1,4
A,117,102790896,A_UNIQUE_102790896,,False,1,1
A,118,103338849,A_UNIQUE_103338849,,False,1,5
A,119,103805308,A_UNIQUE_103805308,,False,1,2
A,120,101224511,A_UNIQUE_101224511,,False,1,4
A,121,103805444,A_UNIQUE_103805444,,False,1,3
A,122,103805439,A_UNIQUE_103805439,,False,1,5
A,123,103273883,A_UNIQUE_103273883,,False,1,2
A,124,103805409,A_UNIQUE_103805409,,False,1,3
A,125,103805406,A_UNIQUE_103805406,,False,1,3
A,126,103805404,A_UNIQUE_103805404,,False,1,5
A,127,103805403,A_UNIQUE_103805403,,False,1,2
A,128,103805401,A_UNIQUE_103805401,,False,1,2
A,129,103805398,A_UNIQUE_103805398,,False,1,3
A,130,103805396,A_UNIQUE_103805396,,False,1,4
A,131,103805390,A_UNIQUE_103805390,,False,1,1
A,132,94739862,A_UNIQUE_94739862,,False,1,5
A,133,100922534,A_UNIQUE_100922534,,False,1,2
A,134,103805375,A_UNIQUE_103805375,,False,1,3
A,135,103805366,A_UNIQUE_103805366,,False,1,1
A,136,102859087,A_UNIQUE_102859087,,False,1,1
A,137,100049703,A_UNIQUE_100049703,,False,1,4
A,138,103805244,A_UNIQUE_103805244,,False,1,1
A,139,101557901,A_UNIQUE_101557901,,False,1,1
A,140,103705457,A_UNIQUE_103705457,,False,1,1
A,141,103705756,A_UNIQUE_103705756,,False,1,4
A,142,103805331,A_UNIQUE_103805331,,False,1,2
A,143,103805321,A_UNIQUE_103805321,,False,1,3
A,144,102920513,A_UNIQUE_102920513,,False,1,3
A,145,103187350,A_UNIQUE_103187350,,False,1,3
A,146,103805305,A_UNIQUE_103805305,,False,1,5
A,147,103539418,A_UNIQUE_103539418,,False,1,3
A,148,103050905,A_UNIQUE_103050905,,False,1,1
A,149,103176156,A_UNIQUE_103176156,,False,1,1
A,150,103050937,A_UNIQUE_103050937,,False,1,2
A,151,103805177,A_UNIQUE_103805177,,False,1,5
A,152,103805172,A_UNIQUE_103805172,,False,1,3
A,153,102554797,A_UNIQUE_102554797,,False,1,4
A,154,101907204,A_UNIQUE_101907204,,False,1,1
A,155,101830037,A_UNIQUE_101830037,,False,1,2
A,156,103805238,A_UNIQUE_103805238,,False,1,3
A,157,103805222,A_UNIQUE_103805222,,False,1,3
A,158,30964923,A_UNIQUE_30964923,,False,1,4
A,159,103652447,A_UNIQUE_103652447,,False,1,1
A,160,100049749,A_UNIQUE_100049749,,False,1,2
A,161,103805089,A_UNIQUE_103805089,,False,1,2
A,162,103805118,A_UNIQUE_103805118,,False,1,2
A,163,103805117,A_UNIQUE_103805117,,False,1,4
A,164,103805207,A_UNIQUE_103805207,,False,1,5
A,165,103792460,A_UNIQUE_103792460,,False,1,4
A,166,103487988,A_UNIQUE_103487988,,False,1,5
A,167,103436550,A_UNIQUE_103436550,,False,1,3
A,168,103805030,A_UNIQUE_103805030,,False,1,1
A,169,103434472,A_UNIQUE_103434472,,False,1,4
A,170,103805026,A_UNIQUE_103805026,,False,1,3
A,171,103610151,A_UNIQUE_103610151,,False,1,1
A,172,100751667,A_UNIQUE_100751667,,False,1,1
A,173,103805021,A_UNIQUE_103805021,,False,1,5
A,174,103694293,A_UNIQUE_103694293,,False,1,2
A,175,103509966,A_UNIQUE_103509966,,False,1,4
A,176,103804933,A_UNIQUE_103804933,,False,1,1
A,177,103648844,A_UNIQUE_103648844,,False,1,5
A,178,102467837,A_UNIQUE_102467837,,False,1,5
A,179,103804857,A_UNIQUE_103804857,,False,1,2
A,180,101776501,A_UNIQUE_101776501,,False,1,2
A,181,101812252,A_UNIQUE_101812252,,False,1,5
A,182,101817399,A_UNIQUE_101817399,,False,1,4
A,183,100780015,A_UNIQUE_100780015,,False,1,1
A,184,101709396,A_UNIQUE_101709396,,False,1,1
A,185,102990565,A_UNIQUE_102990565,,False,1,4
A,186,103804826,A_UNIQUE_103804826,,False,1,4
A,187,103804825,A_UNIQUE_103804825,,False,1,5
A,188,103493683,A_UNIQUE_103493683,,False,1,4
A,189,103465493,A_UNIQUE_103465493,,False,1,1
A,190,103126986,A_UNIQUE_103126986,,False,1,4
A,191,101186465,A_UNIQUE_101186465,,False,1,4
A,192,100503785,A_UNIQUE_100503785,,False,1,3
A,193,100338053,A_UNIQUE_100338053,,False,1,1
A,194,83622800,A_UNIQUE_83622800,,False,1,4
A,195,103249540,A_UNIQUE_103249540,,False,1,5
A,196,103804692,A_UNIQUE_103804692,,False,1,3
A,197,100369189,A_UNIQUE_100369189,,False,1,4
A,198,102754019,A_UNIQUE_102754019,,False,1,3
A,199,96323999,A_UNIQUE_96323999,,False,1,3
A,200,96324225,A_UNIQUE_96324225,,False,1,2
A,201,95783518,A_UNIQUE_95783518,,False,1,3
A,202,102352239,A_UNIQUE_102352239,,False,1,3
A,203,96433542,A_UNIQUE_96433542,,False,1,2
A,204,103804595,A_UNIQUE_103804595,,False,1,5
A,205,103804591,A_UNIQUE_103804591,,False,1,3
A,206,103804585,A_UNIQUE_103804585,,False,1,4
A,207,103804652,A_UNIQUE_103804652,,False,1,4
A,208,103791585,A_UNIQUE_103791585,,False,1,5
A,209,103739574,A_UNIQUE_103739574,,False,1,4
A,210,103644888,A_UNIQUE_103644888,,False,1,4
A,211,103612129,A_UNIQUE_103612129,,False,1,3
A,212,103558767,A_UNIQUE_103558767,,False,1,5
A,213,102514324,A_UNIQUE_102514324,,False,1,5
A,214,103169491,A_UNIQUE_103169491,,False,1,4
A,215,103804567,A_UNIQUE_103804567,,False,1,3
A,216,103804632,A_UNIQUE_103804632,,False,1,1
A,217,103224951,A_UNIQUE_103224951,,False,1,3
A,218,103804617,A_UNIQUE_103804617,,False,1,4
A,219,102462695,A_UNIQUE_102462695,,False,1,1
A,220,103804483,A_UNIQUE_103804483,,False,1,2
A,221,103804560,A_UNIQUE_103804560,,False,1,1
A,222,103804467,A_UNIQUE_103804467,,False,1,5
A,223,103804464,A_UNIQUE_103804464,,False,1,4
A,224,103804443,A_UNIQUE_103804443,,False,1,4
A,225,102900811,A_UNIQUE_102900811,,False,1,1
A,226,101602939,A_UNIQUE_101602939,,False,1,1
A,227,102493387,A_UNIQUE_102493387,,False,1,4
A,228,103804549,A_UNIQUE_103804549,,False,1,3
A,229,103804544,A_UNIQUE_103804544,,False,1,5
A,230,103804540,A_UNIQUE_103804540,,False,1,2
A,231,102917391,A_UNIQUE_102917391,,False,1,1
A,232,102900939,A_UNIQUE_102900939,,False,1,5
A,233,102886250,A_UNIQUE_102886250,,False,1,5
A,234,102885651,A_UNIQUE_102885651,,False,1,2
A,235,102464027,A_UNIQUE_102464027,,False,1,2
A,236,103804534,A_UNIQUE_103804534,,False,1,1
A,237,103278649,A_UNIQUE_103278649,,False,1,2
A,238,96102884,A_UNIQUE_96102884,,False,1,5
A,239,103804489,A_UNIQUE_103804489,,False,1,2
A,240,101443504,A_UNIQUE_101443504,,False,1,5
A,241,102462863,A_UNIQUE_102462863,,False,1,4
A,242,103402067,A_UNIQUE_103402067,,False,1,4
A,243,99617847,A_UNIQUE_99617847,,False,1,3
A,244,102271412,A_UNIQUE_102271412,,False,1,1
A,245,103804319,A_UNIQUE_103804319,,False,1,3
A,246,103804318,A_UNIQUE_103804318,,False,1,2
A,247,103804387,A_UNIQUE_103804387,,False,1,3
A,248,103804295,A_UNIQUE_103804295,,False,1,3
A,249,103804357,A_UNIQUE_103804357,,False,1,3
A,250,103804345,A_UNIQUE_103804345,,False,1,4
A,251,102156206,A_UNIQUE_102156206,,False,1,2
A,252,103804258,A_UNIQUE_103804258,,False,1,2
A,253,103804237,A_UNIQUE_103804237,,False,1,5
A,254,102624302,A_UNIQUE_102624302,,False,1,1
A,255,102967909,A_UNIQUE_102967909,,False,1,4
A,256,103580930,A_UNIQUE_103580930,,False,1,4
A,257,102799732,A_UNIQUE_102799732,,False,1,2
A,258,102862641,A_UNIQUE_102862641,,False,1,3
A,259,103804124,A_UNIQUE_103804124,,False,1,2
A,260,103644314,A_UNIQUE_103644314,,False,1,2
A,261,103804112,A_UNIQUE_103804112,,False,1,5
A,262,103804107,A_UNIQUE_103804107,,False,1,1
A,263,103804101,A_UNIQUE_103804101,,False,1,5
A,264,103804090,A_RG_0001,A_RG_0001,True,2,1
A,265,103804083,A_UNIQUE_103804083,,False,1,3
A,266,103804213,A_UNIQUE_103804213,,False,1,1
A,267,96434057,A_UNIQUE_96434057,,False,1,2
A,268,103804189,A_UNIQUE_103804189,,False,1,3
A,269,103804025,A_UNIQUE_103804025,,False,1,3
A,270,103804022,A_UNIQUE_103804022,,False,1,2
A,271,103804173,A_UNIQUE_103804173,,False,1,1
A,272,103655077,A_UNIQUE_103655077,,False,1,2
A,273,103655467,A_UNIQUE_103655467,,False,1,4
A,274,101555323,A_UNIQUE_101555323,,False,1,3
A,275,103804159,A_UNIQUE_103804159,,False,1,2
A,276,90290816,A_UNIQUE_90290816,,False,1,5
A,277,103312515,A_UNIQUE_103312515,,False,1,5
A,278,102775997,A_UNIQUE_102775997,,False,1,5
A,279,103804145,A_UNIQUE_103804145,,False,1,5
A,280,103804135,A_UNIQUE_103804135,,False,1,4
A,281,103804132,A_UNIQUE_103804132,,False,1,2
A,282,102851956,A_UNIQUE_102851956,,False,1,4
A,283,103372239,A_UNIQUE_103372239,,False,1,5
A,284,103532846,A_UNIQUE_103532846,,False,1,2
A,285,103804063,A_UNIQUE_103804063,,False,1,3
A,286,103496074,A_UNIQUE_103496074,,False,1,1
A,287,98991063,A_UNIQUE_98991063,,False,1,5
A,288,103125797,A_UNIQUE_103125797,,False,1,4
A,289,103125858,A_UNIQUE_103125858,,False,1,2
A,290,103784481,A_UNIQUE_103784481,,False,1,3
A,291,103804037,A_UNIQUE_103804037,,False,1,3
A,292,99300583,A_UNIQUE_99300583,,False,1,4
A,293,103803987,A_UNIQUE_103803987,,False,1,5
A,294,103803848,A_UNIQUE_103803848,,False,1,2
A,295,103803843,A_UNIQUE_103803843,,False,1,3
A,296,100329236,A_UNIQUE_100329236,,False,1,2
A,297,101547589,A_UNIQUE_101547589,,False,1,3
A,298,101538341,A_UNIQUE_101538341,,False,1,3
A,299,103533247,A_UNIQUE_103533247,,False,1,4
A,300,102709083,A_UNIQUE_102709083,,False,1,1
A,301,103803972,A_UNIQUE_103803972,,False,1,2
A,302,103730519,A_UNIQUE_103730519,,False,1,2
A,303,103268614,A_UNIQUE_103268614,,False,1,5
A,304,103803960,A_UNIQUE_103803960,,False,1,2
A,305,103803959,A_UNIQUE_103803959,,False,1,1
A,306,103803955,A_UNIQUE_103803955,,False,1,3
A,307,102035044,A_UNIQUE_102035044,,False,1,2
A,308,97263588,A_UNIQUE_97263588,,False,1,2
A,309,103803942,A_UNIQUE_103803942,,False,1,2
A,310,103803941,A_UNIQUE_103803941,,False,1,3
A,311,103803936,A_UNIQUE_103803936,,False,1,4
A,312,103803935,A_UNIQUE_103803935,,False,1,1
A,313,103803933,A_UNIQUE_103803933,,False,1,3
A,314,96241155,A_UNIQUE_96241155,,False,1,5
A,315,95654067,A_UNIQUE_95654067,,False,1,4
A,316,103803919,A_UNIQUE_103803919,,False,1,2
A,317,103803819,A_UNIQUE_103803819,,False,1,4
A,318,101655915,A_UNIQUE_101655915,,False,1,1
A,319,102776186,A_UNIQUE_102776186,,False,1,4
A,320,96660735,A_UNIQUE_96660735,,False,1,3
A,321,98359134,A_UNIQUE_98359134,,False,1,2
A,322,100180638,A_UNIQUE_100180638,,False,1,1
A,323,102994144,A_UNIQUE_102994144,,False,1,2
A,324,102264994,A_UNIQUE_102264994,,False,1,2
A,325,102812723,A_UNIQUE_102812723,,False,1,5
A,326,103318297,A_UNIQUE_103318297,,False,1,2
A,327,103803795,A_UNIQUE_103803795,,False,1,4
A,328,103803788,A_UNIQUE_103803788,,False,1,5
A,329,103803620,A_UNIQUE_103803620,,False,1,3
A,330,103803600,A_UNIQUE_103803600,,False,1,3
A,331,103803776,A_UNIQUE_103803776,,False,1,4
A,332,103803747,A_UNIQUE_103803747,,False,1,4
A,333,103803736,A_UNIQUE_103803736,,False,1,3
A,334,103803723,A_UNIQUE_103803723,,False,1,3
A,335,103803564,A_UNIQUE_103803564,,False,1,2
A,336,103803546,A_UNIQUE_103803546,,False,1,3
A,337,103803536,A_UNIQUE_103803536,,False,1,1
A,338,103774002,A_UNIQUE_103774002,,False,1,5
A,339,103803711,A_UNIQUE_103803711,,False,1,3
A,340,102162371,A_UNIQUE_102162371,,False,1,2
A,341,100454337,A_UNIQUE_100454337,,False,1,4
A,342,103803693,A_UNIQUE_103803693,,False,1,3
A,343,103109120,A_UNIQUE_103109120,,False,1,3
A,344,103462482,A_UNIQUE_103462482,,False,1,1
A,345,103162725,A_UNIQUE_103162725,,False,1,4
A,346,102257653,A_UNIQUE_102257653,,False,1,1
A,347,103162722,A_UNIQUE_103162722,,False,1,3
A,348,102240958,A_UNIQUE_102240958,,False,1,3
A,349,101629542,A_UNIQUE_101629542,,False,1,1
A,350,100763945,A_UNIQUE_100763945,,False,1,4
A,351,90406231,A_UNIQUE_90406231,,False,1,4
A,352,101798229,A_UNIQUE_101798229,,False,1,4
A,353,103803570,A_UNIQUE_103803570,,False,1,1
A,354,102622871,A_UNIQUE_102622871,,False,1,1
A,355,102642827,A_UNIQUE_102642827,,False,1,1
A,356,103803521,A_UNIQUE_103803521,,False,1,5
A,357,100929943,A_UNIQUE_100929943,,False,1,4
A,358,100303196,A_UNIQUE_100303196,,False,1,1
A,359,99305459,A_UNIQUE_99305459,,False,1,5
A,360,103803482,A_UNIQUE_103803482,,False,1,2
A,361,102776483,A_UNIQUE_102776483,,False,1,3
A,362,103803464,A_UNIQUE_103803464,,False,1,5
A,363,103803456,A_UNIQUE_103803456,,False,1,4
A,364,103803437,A_UNIQUE_103803437,,False,1,2
A,365,103207867,A_UNIQUE_103207867,,False,1,3
A,366,103349480,A_UNIQUE_103349480,,False,1,5
A,367,93765460,A_UNIQUE_93765460,,False,1,4
A,368,103803423,A_UNIQUE_103803423,,False,1,2
A,369,102226188,A_UNIQUE_102226188,,False,1,3
A,370,98533078,A_UNIQUE_98533078,,False,1,3
A,371,103640552,A_UNIQUE_103640552,,False,1,1
A,372,103803277,A_UNIQUE_103803277,,False,1,2
A,373,103803252,A_UNIQUE_103803252,,False,1,4
A,374,103803250,A_UNIQUE_103803250,,False,1,1
A,375,103239470,A_UNIQUE_103239470,,False,1,4
A,376,102731169,A_UNIQUE_102731169,,False,1,2
A,377,103803090,A_UNIQUE_103803090,,False,1,2
A,378,103803067,A_UNIQUE_103803067,,False,1,4
A,379,103803062,A_UNIQUE_103803062,,False,1,1
A,380,103803221,A_UNIQUE_103803221,,False,1,4
A,381,103695244,A_UNIQUE_103695244,,False,1,2
A,382,102288304,A_UNIQUE_102288304,,False,1,1
A,383,103273543,A_UNIQUE_103273543,,False,1,1
A,384,102383514,A_UNIQUE_102383514,,False,1,5
A,385,103803186,A_UNIQUE_103803186,,False,1,5
A,386,103803179,A_UNIQUE_103803179,,False,1,3
A,387,102865764,A_UNIQUE_102865764,,False,1,4
A,388,100430829,A_UNIQUE_100430829,,False,1,1
A,389,103802984,A_UNIQUE_103802984,,False,1,2
A,390,103802979,A_UNIQUE_103802979,,False,1,4
A,391,103802963,A_UNIQUE_103802963,,False,1,3
A,392,103802960,A_UNIQUE_103802960,,False,1,4
A,393,103802953,A_UNIQUE_103802953,,False,1,1
A,394,103802937,A_UNIQUE_103802937,,False,1,1
A,395,103802919,A_UNIQUE_103802919,,False,1,5
A,396,101749735,A_UNIQUE_101749735,,False,1,4
A,397,99710009,A_UNIQUE_99710009,,False,1,3
A,398,101827169,A_UNIQUE_101827169,,False,1,3
A,399,103609830,A_UNIQUE_103609830,,False,1,4
A,400,103803144,A_UNIQUE_103803144,,False,1,5
A,401,103803131,A_UNIQUE_103803131,,False,1,4
A,402,103326916,A_UNIQUE_103326916,,False,1,2
A,403,103704397,A_UNIQUE_103704397,,False,1,5
A,404,101856614,A_UNIQUE_101856614,,False,1,4
A,405,103632408,A_UNIQUE_103632408,,False,1,4
A,406,103803066,A_UNIQUE_103803066,,False,1,5
A,407,103803053,A_UNIQUE_103803053,,False,1,5
A,408,103462919,A_UNIQUE_103462919,,False,1,5
A,409,102562785,A_UNIQUE_102562785,,False,1,5
A,410,103698129,A_UNIQUE_103698129,,False,1,3
A,411,101963666,A_UNIQUE_101963666,,False,1,1
A,412,86810806,A_UNIQUE_86810806,,False,1,3
A,413,97077831,A_UNIQUE_97077831,,False,1,1
A,414,103517969,A_UNIQUE_103517969,,False,1,4
A,415,103802910,A_UNIQUE_103802910,,False,1,2
A,416,103802802,A_UNIQUE_103802802,,False,1,4
A,417,103802797,A_UNIQUE_103802797,,False,1,1
A,418,103802908,A_UNIQUE_103802908,,False,1,2
A,419,103802899,A_UNIQUE_103802899,,False,1,3
A,420,103802897,A_UNIQUE_103802897,,False,1,4
A,421,101615471,A_UNIQUE_101615471,,False,1,1
A,422,103802890,A_UNIQUE_103802890,,False,1,1
A,423,103354046,A_UNIQUE_103354046,,False,1,3
A,424,103802735,A_UNIQUE_103802735,,False,1,2
A,425,103802723,A_UNIQUE_103802723,,False,1,4
A,426,103751681,A_UNIQUE_103751681,,False,1,5
A,427,103751333,A_UNIQUE_103751333,,False,1,1
A,428,103750172,A_UNIQUE_103750172,,False,1,5
A,429,97225270,A_UNIQUE_97225270,,False,1,1
A,430,103753407,A_UNIQUE_103753407,,False,1,4
A,431,103748128,A_UNIQUE_103748128,,False,1,2
A,432,103746480,A_UNIQUE_103746480,,False,1,2
A,433,103489349,A_UNIQUE_103489349,,False,1,1
A,434,103751057,A_UNIQUE_103751057,,False,1,3
A,435,103753480,A_UNIQUE_103753480,,False,1,3
A,436,103746056,A_UNIQUE_103746056,,False,1,3
A,437,103746579,A_UNIQUE_103746579,,False,1,1
A,438,103434871,A_UNIQUE_103434871,,False,1,3
A,439,103651492,A_UNIQUE_103651492,,False,1,5
A,440,103748406,A_UNIQUE_103748406,,False,1,5
A,441,103678414,A_UNIQUE_103678414,,False,1,5
A,442,103633056,A_UNIQUE_103633056,,False,1,1
A,443,103632775,A_UNIQUE_103632775,,False,1,3
A,444,103748878,A_UNIQUE_103748878,,False,1,1
A,445,102236931,A_UNIQUE_102236931,,False,1,2
A,446,103743397,A_UNIQUE_103743397,,False,1,3
A,447,103747070,A_UNIQUE_103747070,,False,1,4
A,448,103743867,A_UNIQUE_103743867,,False,1,5
A,449,103744256,A_UNIQUE_103744256,,False,1,4
A,450,103521973,A_UNIQUE_103521973,,False,1,2
A,451,103677492,A_UNIQUE_103677492,,False,1,2
A,452,103508663,A_UNIQUE_103508663,,False,1,2
A,453,103084402,A_UNIQUE_103084402,,False,1,4
A,454,102442625,A_UNIQUE_102442625,,False,1,1
A,455,103745573,A_UNIQUE_103745573,,False,1,3
A,456,103743473,A_UNIQUE_103743473,,False,1,5
A,457,101514080,A_UNIQUE_101514080,,False,1,2
A,458,103607666,A_UNIQUE_103607666,,False,1,5
A,459,103520534,A_UNIQUE_103520534,,False,1,4
A,460,100482067,A_UNIQUE_100482067,,False,1,4
A,461,101856001,A_RG_0002,A_RG_0002,True,2,5
A,462,102706714,A_UNIQUE_102706714,,False,1,1
A,463,96130266,A_UNIQUE_96130266,,False,1,1
A,464,103730893,A_UNIQUE_103730893,,False,1,2
A,465,101910541,A_UNIQUE_101910541,,False,1,3
A,466,103632498,A_UNIQUE_103632498,,False,1,5
A,467,103802709,A_UNIQUE_103802709,,False,1,5
A,468,103421703,A_UNIQUE_103421703,,False,1,3
A,469,103802510,A_UNIQUE_103802510,,False,1,4
A,470,103802487,A_UNIQUE_103802487,,False,1,1
A,471,103802482,A_UNIQUE_103802482,,False,1,1
A,472,103802658,A_UNIQUE_103802658,,False,1,1
A,473,103802652,A_UNIQUE_103802652,,False,1,1
A,474,103128842,A_UNIQUE_103128842,,False,1,1
A,475,103734876,A_UNIQUE_103734876,,False,1,2
A,476,103802645,A_UNIQUE_103802645,,False,1,4
A,477,103418149,A_UNIQUE_103418149,,False,1,5
A,478,103566171,A_UNIQUE_103566171,,False,1,5
A,479,103566334,A_UNIQUE_103566334,,False,1,5
A,480,101267413,A_UNIQUE_101267413,,False,1,4
A,481,102843643,A_UNIQUE_102843643,,False,1,3
A,482,103735534,A_UNIQUE_103735534,,False,1,5
A,483,102551061,A_UNIQUE_102551061,,False,1,4
A,484,102079764,A_UNIQUE_102079764,,False,1,4
A,485,103204105,A_RG_0002,A_RG_0002,True,2,5
A,486,103299358,A_UNIQUE_103299358,,False,1,2
A,487,99232624,A_UNIQUE_99232624,,False,1,4
A,488,103802411,A_UNIQUE_103802411,,False,1,5
A,489,102850108,A_UNIQUE_102850108,,False,1,5
A,490,103802298,A_UNIQUE_103802298,,False,1,2
A,491,99220843,A_UNIQUE_99220843,,False,1,2
A,492,99042447,A_UNIQUE_99042447,,False,1,3
A,493,103432627,A_UNIQUE_103432627,,False,1,1
A,494,103802386,A_UNIQUE_103802386,,False,1,1
A,495,103650199,A_UNIQUE_103650199,,False,1,5
