row_index,listing_id,group_safe_group_id,repeat_group_id,is_repeat_like,group_safe_fold,group_size,repeat_level
164,103805207,UNIQUE_103805207,,False,5,1,non-repeat
165,103792460,UNIQUE_103792460,,False,5,1,non-repeat
166,103487988,RG_0011,RG_0011,True,4,2,Level 3 - possible repeat
167,103436550,UNIQUE_103436550,,False,3,1,non-repeat
168,103805030,UNIQUE_103805030,,False,2,1,non-repeat
169,103434472,UNIQUE_103434472,,False,5,1,non-repeat
170,103805026,RG_0012,RG_0012,True,5,2,Level 3 - possible repeat
171,103610151,UNIQUE_103610151,,False,4,1,non-repeat
172,100751667,UNIQUE_100751667,,False,1,1,non-repeat
173,103805021,UNIQUE_103805021,,False,3,1,non-repeat
174,103694293,UNIQUE_103694293,,False,3,1,non-repeat
175,103509966,UNIQUE_103509966,,False,3,1,non-repeat
176,103804933,UNIQUE_103804933,,False,4,1,non-repeat
177,103648844,UNIQUE_103648844,,False,5,1,non-repeat
178,102467837,UNIQUE_102467837,,False,5,1,non-repeat
179,103804857,UNIQUE_103804857,,False,1,1,non-repeat
180,101776501,UNIQUE_101776501,,False,5,1,non-repeat
181,101812252,UNIQUE_101812252,,False,1,1,non-repeat
182,101817399,RG_0013,RG_0013,True,2,2,Level 3 - possible repeat
183,100780015,UNIQUE_100780015,,False,5,1,non-repeat
184,101709396,UNIQUE_101709396,,False,4,1,non-repeat
185,102990565,UNIQUE_102990565,,False,1,1,non-repeat
186,103804826,UNIQUE_103804826,,False,3,1,non-repeat
187,103804825,UNIQUE_103804825,,False,1,1,non-repeat
188,103493683,RG_0014,RG_0014,True,3,2,Level 3 - possible repeat
189,103465493,UNIQUE_103465493,,False,1,1,non-repeat
190,103126986,RG_0015,RG_0015,True,1,2,Level 3 - possible repeat
191,101186465,UNIQUE_101186465,,False,1,1,non-repeat
192,100503785,UNIQUE_100503785,,False,4,1,non-repeat
193,100338053,UNIQUE_100338053,,False,5,1,non-repeat
194,83622800,UNIQUE_83622800,,False,1,1,non-repeat
195,103249540,UNIQUE_103249540,,False,1,1,non-repeat
196,103804692,UNIQUE_103804692,,False,3,1,non-repeat
197,100369189,UNIQUE_100369189,,False,5,1,non-repeat
198,102754019,UNIQUE_102754019,,False,1,1,non-repeat
199,96323999,RG_0016,RG_0016,True,4,2,Level 3 - possible repeat
200,96324225,UNIQUE_96324225,,False,2,1,non-repeat
201,95783518,RG_0017,RG_0017,True,5,2,Level 2 - strong repeat
202,102352239,UNIQUE_102352239,,False,4,1,non-repeat
203,96433542,UNIQUE_96433542,,False,4,1,non-repeat
204,103804595,UNIQUE_103804595,,False,2,1,non-repeat
205,103804591,RG_0018,RG_0018,True,1,2,Level 3 - possible repeat
206,103804585,UNIQUE_103804585,,False,3,1,non-repeat
207,103804652,UNIQUE_103804652,,False,4,1,non-repeat
208,103791585,UNIQUE_103791585,,False,3,1,non-repeat
209,103739574,UNIQUE_103739574,,False,4,1,non-repeat
210,103644888,UNIQUE_103644888,,False,2,1,non-repeat
211,103612129,RG_0019,RG_0019,True,3,2,Level 3 - possible repeat
212,103558767,UNIQUE_103558767,,False,3,1,non-repeat
213,102514324,UNIQUE_102514324,,False,2,1,non-repeat
214,103169491,UNIQUE_103169491,,False,4,1,non-repeat
215,103804567,UNIQUE_103804567,,False,4,1,non-repeat
216,103804632,RG_0020,RG_0020,True,5,6,Level 3 - possible repeat
217,103224951,UNIQUE_103224951,,False,1,1,non-repeat
218,103804617,RG_0021,RG_0021,True,3,2,Level 3 - possible repeat
219,102462695,UNIQUE_102462695,,False,5,1,non-repeat
220,103804483,UNIQUE_103804483,,False,4,1,non-repeat
221,103804560,UNIQUE_103804560,,False,5,1,non-repeat
222,103804467,UNIQUE_103804467,,False,3,1,non-repeat
223,103804464,UNIQUE_103804464,,False,4,1,non-repeat
224,103804443,UNIQUE_103804443,,False,3,1,non-repeat
225,102900811,UNIQUE_102900811,,False,3,1,non-repeat
226,101602939,UNIQUE_101602939,,False,3,1,non-repeat
227,102493387,UNIQUE_102493387,,False,3,1,non-repeat
228,103804549,UNIQUE_103804549,,False,3,1,non-repeat
229,103804544,UNIQUE_103804544,,False,3,1,non-repeat
230,103804540,UNIQUE_103804540,,False,2,1,non-repeat
231,102917391,UNIQUE_102917391,,False,3,1,non-repeat
232,102900939,UNIQUE_102900939,,False,2,1,non-repeat
233,102886250,UNIQUE_102886250,,False,1,1,non-repeat
234,102885651,UNIQUE_102885651,,False,5,1,non-repeat
235,102464027,UNIQUE_102464027,,False,2,1,non-repeat
236,103804534,UNIQUE_103804534,,False,3,1,non-repeat
237,103278649,UNIQUE_103278649,,False,4,1,non-repeat
238,96102884,RG_0022,RG_0022,True,5,2,Level 2 - strong repeat
239,103804489,UNIQUE_103804489,,False,5,1,non-repeat
240,101443504,UNIQUE_101443504,,False,3,1,non-repeat
241,102462863,UNIQUE_102462863,,False,1,1,non-repeat
242,103402067,UNIQUE_103402067,,False,4,1,non-repeat
243,99617847,UNIQUE_99617847,,False,3,1,non-repeat
244,102271412,UNIQUE_102271412,,False,4,1,non-repeat
245,103804319,UNIQUE_103804319,,False,3,1,non-repeat
246,103804318,UNIQUE_103804318,,False,2,1,non-repeat
247,103804387,RG_0023,RG_0023,True,2,2,Level 3 - possible repeat
248,103804295,RG_0024,RG_0024,True,3,2,Level 3 - possible repeat
249,103804357,UNIQUE_103804357,,False,2,1,non-repeat
250,103804345,RG_0025,RG_0025,True,4,2,Level 3 - possible repeat
251,102156206,RG_0020,RG_0020,True,5,6,Level 3 - possible repeat
252,103804258,UNIQUE_103804258,,False,5,1,non-repeat
253,103804237,RG_0026,RG_0026,True,1,2,Level 3 - possible repeat
254,102624302,UNIQUE_102624302,,False,3,1,non-repeat
255,102967909,UNIQUE_102967909,,False,1,1,non-repeat
256,103580930,RG_0027,RG_0027,True,1,2,Level 3 - possible repeat
257,102799732,UNIQUE_102799732,,False,5,1,non-repeat
258,102862641,RG_0028,RG_0028,True,4,2,Level 3 - possible repeat
259,103804124,UNIQUE_103804124,,False,3,1,non-repeat
260,103644314,UNIQUE_103644314,,False,5,1,non-repeat
261,103804112,UNIQUE_103804112,,False,3,1,non-repeat
262,103804107,UNIQUE_103804107,,False,5,1,non-repeat
263,103804101,UNIQUE_103804101,,False,3,1,non-repeat
264,103804090,RG_0029,RG_0029,True,4,3,Level 1 - exact duplicate
265,103804083,UNIQUE_103804083,,False,5,1,non-repeat
266,103804213,UNIQUE_103804213,,False,4,1,non-repeat
267,96434057,UNIQUE_96434057,,False,1,1,non-repeat
268,103804189,RG_0030,RG_0030,True,2,2,Level 3 - possible repeat
269,103804025,UNIQUE_103804025,,False,1,1,non-repeat
270,103804022,UNIQUE_103804022,,False,2,1,non-repeat
271,103804173,UNIQUE_103804173,,False,3,1,non-repeat
272,103655077,UNIQUE_103655077,,False,4,1,non-repeat
273,103655467,RG_0031,RG_0031,True,1,4,Level 3 - possible repeat
274,101555323,RG_0032,RG_0032,True,1,2,Level 3 - possible repeat
275,103804159,UNIQUE_103804159,,False,1,1,non-repeat
276,90290816,UNIQUE_90290816,,False,5,1,non-repeat
277,103312515,UNIQUE_103312515,,False,1,1,non-repeat
278,102775997,UNIQUE_102775997,,False,1,1,non-repeat
279,103804145,UNIQUE_103804145,,False,2,1,non-repeat
280,103804135,RG_0033,RG_0033,True,1,2,Level 3 - possible repeat
281,103804132,UNIQUE_103804132,,False,4,1,non-repeat
282,102851956,UNIQUE_102851956,,False,2,1,non-repeat
283,103372239,UNIQUE_103372239,,False,4,1,non-repeat
284,103532846,UNIQUE_103532846,,False,3,1,non-repeat
285,103804063,RG_0034,RG_0034,True,1,2,Level 3 - possible repeat
286,103496074,UNIQUE_103496074,,False,1,1,non-repeat
287,98991063,UNIQUE_98991063,,False,5,1,non-repeat
288,103125797,UNIQUE_103125797,,False,1,1,non-repeat
289,103125858,UNIQUE_103125858,,False,4,1,non-repeat
290,103784481,UNIQUE_103784481,,False,5,1,non-repeat
291,103804037,UNIQUE_103804037,,False,3,1,non-repeat
292,99300583,UNIQUE_99300583,,False,5,1,non-repeat
293,103803987,UNIQUE_103803987,,False,1,1,non-repeat
294,103803848,RG_0024,RG_0024,True,3,2,Level 3 - possible repeat
295,103803843,UNIQUE_103803843,,False,2,1,non-repeat
296,100329236,UNIQUE_100329236,,False,4,1,non-repeat
297,101547589,RG_0035,RG_0035,True,5,2,Level 3 - possible repeat
298,101538341,UNIQUE_101538341,,False,2,1,non-repeat
299,103533247,UNIQUE_103533247,,False,1,1,non-repeat
300,102709083,RG_0035,RG_0035,True,5,2,Level 3 - possible repeat
301,103803972,UNIQUE_103803972,,False,1,1,non-repeat
302,103730519,UNIQUE_103730519,,False,5,1,non-repeat
303,103268614,UNIQUE_103268614,,False,4,1,non-repeat
304,103803960,UNIQUE_103803960,,False,2,1,non-repeat
305,103803959,RG_0036,RG_0036,True,5,2,Level 3 - possible repeat
306,103803955,RG_0036,RG_0036,True,5,2,Level 3 - possible repeat
307,102035044,RG_0037,RG_0037,True,5,2,Level 3 - possible repeat
308,97263588,UNIQUE_97263588,,False,1,1,non-repeat
309,103803942,UNIQUE_103803942,,False,1,1,non-repeat
310,103803941,UNIQUE_103803941,,False,2,1,non-repeat
311,103803936,UNIQUE_103803936,,False,1,1,non-repeat
312,103803935,UNIQUE_103803935,,False,3,1,non-repeat
313,103803933,UNIQUE_103803933,,False,3,1,non-repeat
314,96241155,UNIQUE_96241155,,False,3,1,non-repeat
315,95654067,UNIQUE_95654067,,False,5,1,non-repeat
316,103803919,UNIQUE_103803919,,False,4,1,non-repeat
317,103803819,UNIQUE_103803819,,False,5,1,non-repeat
318,101655915,UNIQUE_101655915,,False,4,1,non-repeat
319,102776186,UNIQUE_102776186,,False,3,1,non-repeat
320,96660735,UNIQUE_96660735,,False,1,1,non-repeat
321,98359134,UNIQUE_98359134,,False,2,1,non-repeat
322,100180638,RG_0038,RG_0038,True,3,3,Level 3 - possible repeat
323,102994144,UNIQUE_102994144,,False,2,1,non-repeat
324,102264994,UNIQUE_102264994,,False,2,1,non-repeat
325,102812723,RG_0039,RG_0039,True,5,2,Level 3 - possible repeat
326,103318297,UNIQUE_103318297,,False,1,1,non-repeat
327,103803795,UNIQUE_103803795,,False,5,1,non-repeat
328,103803788,UNIQUE_103803788,,False,1,1,non-repeat
329,103803620,UNIQUE_103803620,,False,3,1,non-repeat
330,103803600,UNIQUE_103803600,,False,3,1,non-repeat
331,103803776,UNIQUE_103803776,,False,2,1,non-repeat
332,103803747,UNIQUE_103803747,,False,4,1,non-repeat
333,103803736,UNIQUE_103803736,,False,4,1,non-repeat
334,103803723,UNIQUE_103803723,,False,4,1,non-repeat
335,103803564,UNIQUE_103803564,,False,5,1,non-repeat
336,103803546,UNIQUE_103803546,,False,2,1,non-repeat
337,103803536,UNIQUE_103803536,,False,3,1,non-repeat
338,103774002,UNIQUE_103774002,,False,2,1,non-repeat
339,103803711,UNIQUE_103803711,,False,4,1,non-repeat
340,102162371,UNIQUE_102162371,,False,3,1,non-repeat
341,100454337,UNIQUE_100454337,,False,2,1,non-repeat
342,103803693,UNIQUE_103803693,,False,5,1,non-repeat
343,103109120,UNIQUE_103109120,,False,1,1,non-repeat
344,103462482,UNIQUE_103462482,,False,2,1,non-repeat
345,103162725,UNIQUE_103162725,,False,1,1,non-repeat
346,102257653,UNIQUE_102257653,,False,3,1,non-repeat
347,103162722,UNIQUE_103162722,,False,1,1,non-repeat
348,102240958,UNIQUE_102240958,,False,2,1,non-repeat
349,101629542,UNIQUE_101629542,,False,2,1,non-repeat
350,100763945,UNIQUE_100763945,,False,4,1,non-repeat
351,90406231,UNIQUE_90406231,,False,5,1,non-repeat
352,101798229,UNIQUE_101798229,,False,2,1,non-repeat
353,103803570,UNIQUE_103803570,,False,3,1,non-repeat
354,102622871,UNIQUE_102622871,,False,3,1,non-repeat
355,102642827,UNIQUE_102642827,,False,4,1,non-repeat
356,103803521,UNIQUE_103803521,,False,2,1,non-repeat
357,100929943,UNIQUE_100929943,,False,5,1,non-repeat
358,100303196,RG_0040,RG_0040,True,3,2,Level 3 - possible repeat
359,99305459,RG_0041,RG_0041,True,4,2,Level 3 - possible repeat
360,103803482,UNIQUE_103803482,,False,5,1,non-repeat
361,102776483,UNIQUE_102776483,,False,2,1,non-repeat
362,103803464,UNIQUE_103803464,,False,1,1,non-repeat
363,103803456,UNIQUE_103803456,,False,1,1,non-repeat
364,103803437,UNIQUE_103803437,,False,2,1,non-repeat
365,103207867,UNIQUE_103207867,,False,1,1,non-repeat
366,103349480,UNIQUE_103349480,,False,4,1,non-repeat
367,93765460,UNIQUE_93765460,,False,5,1,non-repeat
368,103803423,UNIQUE_103803423,,False,2,1,non-repeat
369,102226188,UNIQUE_102226188,,False,4,1,non-repeat
370,98533078,UNIQUE_98533078,,False,4,1,non-repeat
371,103640552,UNIQUE_103640552,,False,2,1,non-repeat
372,103803277,UNIQUE_103803277,,False,5,1,non-repeat
373,103803252,UNIQUE_103803252,,False,2,1,non-repeat
374,103803250,UNIQUE_103803250,,False,2,1,non-repeat
375,103239470,UNIQUE_103239470,,False,2,1,non-repeat
376,102731169,UNIQUE_102731169,,False,5,1,non-repeat
377,103803090,UNIQUE_103803090,,False,1,1,non-repeat
378,103803067,RG_0003,RG_0003,True,3,2,Level 3 - possible repeat
379,103803062,UNIQUE_103803062,,False,2,1,non-repeat
380,103803221,UNIQUE_103803221,,False,4,1,non-repeat
381,103695244,UNIQUE_103695244,,False,4,1,non-repeat
382,102288304,UNIQUE_102288304,,False,1,1,non-repeat
383,103273543,UNIQUE_103273543,,False,4,1,non-repeat
384,102383514,RG_0042,RG_0042,True,2,2,Level 3 - possible repeat
385,103803186,UNIQUE_103803186,,False,2,1,non-repeat
386,103803179,UNIQUE_103803179,,False,2,1,non-repeat
387,102865764,UNIQUE_102865764,,False,5,1,non-repeat
388,100430829,UNIQUE_100430829,,False,2,1,non-repeat
389,103802984,UNIQUE_103802984,,False,3,1,non-repeat
390,103802979,UNIQUE_103802979,,False,2,1,non-repeat
391,103802963,UNIQUE_103802963,,False,2,1,non-repeat
392,103802960,UNIQUE_103802960,,False,2,1,non-repeat
393,103802953,UNIQUE_103802953,,False,4,1,non-repeat
394,103802937,UNIQUE_103802937,,False,2,1,non-repeat
395,103802919,UNIQUE_103802919,,False,2,1,non-repeat
396,101749735,UNIQUE_101749735,,False,3,1,non-repeat
397,99710009,UNIQUE_99710009,,False,5,1,non-repeat
398,101827169,UNIQUE_101827169,,False,5,1,non-repeat
399,103609830,UNIQUE_103609830,,False,2,1,non-repeat
400,103803144,UNIQUE_103803144,,False,1,1,non-repeat
401,103803131,UNIQUE_103803131,,False,5,1,non-repeat
402,103326916,UNIQUE_103326916,,False,2,1,non-repeat
403,103704397,UNIQUE_103704397,,False,1,1,non-repeat
404,101856614,UNIQUE_101856614,,False,3,1,non-repeat
405,103632408,UNIQUE_103632408,,False,2,1,non-repeat
406,103803066,UNIQUE_103803066,,False,4,1,non-repeat
407,103803053,UNIQUE_103803053,,False,1,1,non-repeat
408,103462919,UNIQUE_103462919,,False,5,1,non-repeat
409,102562785,UNIQUE_102562785,,False,3,1,non-repeat
410,103698129,UNIQUE_103698129,,False,4,1,non-repeat
411,101963666,UNIQUE_101963666,,False,1,1,non-repeat
412,86810806,UNIQUE_86810806,,False,2,1,non-repeat
413,97077831,UNIQUE_97077831,,False,3,1,non-repeat
414,103517969,RG_0043,RG_0043,True,4,2,Level 3 - possible repeat
415,103802910,UNIQUE_103802910,,False,3,1,non-repeat
416,103802802,UNIQUE_103802802,,False,4,1,non-repeat
417,103802797,UNIQUE_103802797,,False,1,1,non-repeat
418,103802908,UNIQUE_103802908,,False,2,1,non-repeat
419,103802899,UNIQUE_103802899,,False,3,1,non-repeat
420,103802897,RG_0044,RG_0044,True,2,2,Level 3 - possible repeat
421,101615471,UNIQUE_101615471,,False,5,1,non-repeat
422,103802890,UNIQUE_103802890,,False,3,1,non-repeat
423,103354046,UNIQUE_103354046,,False,3,1,non-repeat
424,103802735,UNIQUE_103802735,,False,4,1,non-repeat
425,103802723,UNIQUE_103802723,,False,5,1,non-repeat
426,103751681,UNIQUE_103751681,,False,3,1,non-repeat
427,103751333,UNIQUE_103751333,,False,3,1,non-repeat
428,103750172,UNIQUE_103750172,,False,5,1,non-repeat
429,97225270,UNIQUE_97225270,,False,1,1,non-repeat
430,103753407,UNIQUE_103753407,,False,3,1,non-repeat
431,103748128,UNIQUE_103748128,,False,2,1,non-repeat
432,103746480,UNIQUE_103746480,,False,3,1,non-repeat
433,103489349,UNIQUE_103489349,,False,5,1,non-repeat
434,103751057,UNIQUE_103751057,,False,2,1,non-repeat
435,103753480,UNIQUE_103753480,,False,4,1,non-repeat
436,103746056,UNIQUE_103746056,,False,1,1,non-repeat
437,103746579,UNIQUE_103746579,,False,3,1,non-repeat
438,103434871,UNIQUE_103434871,,False,1,1,non-repeat
439,103651492,UNIQUE_103651492,,False,1,1,non-repeat
440,103748406,UNIQUE_103748406,,False,5,1,non-repeat
441,103678414,UNIQUE_103678414,,False,5,1,non-repeat
442,103633056,UNIQUE_103633056,,False,4,1,non-repeat
443,103632775,UNIQUE_103632775,,False,5,1,non-repeat
444,103748878,UNIQUE_103748878,,False,4,1,non-repeat
445,102236931,UNIQUE_102236931,,False,4,1,non-repeat
446,103743397,UNIQUE_103743397,,False,5,1,non-repeat
447,103747070,UNIQUE_103747070,,False,5,1,non-repeat
448,103743867,UNIQUE_103743867,,False,4,1,non-repeat
449,103744256,UNIQUE_103744256,,False,4,1,non-repeat
450,103521973,UNIQUE_103521973,,False,1,1,non-repeat
451,103677492,UNIQUE_103677492,,False,5,1,non-repeat
