row_id,price,property_size_sqft,ppsf,property_type,building_name,developer,city,state,bedroom,bathroom,parking_lot,completion_year,number_of_floors,total_units,validity_status,flag_reason,recommended_action,audit_evidence,description,exact_duplicate_flag,possible_repeat_flag,possible_repeat_group,possible_repeat_identical_description,premium_over_850k,canonical_top5_flag,canonical_top1_flag,ppsf_extreme_diagnostic_flag,valid_but_extreme_flag,premium_text_feature_count,premium_context_supported,optional_missing_count,explicit_description_sizes,explicit_description_prices,original_oof_prediction_rm,original_oof_absolute_error_rm,original_oof_fold
103802953,399000,1000.0,399.0,Condominium,Putrajaya » Putrajaya,Unknown,Putrajaya,Putrajaya,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],466864.9987878155,67864.99878781551,1
103802735,390000,1080.0,361.1111111111111,Condominium,Selangor » Seri Kembangan,Unknown,Seri Kembangan,Selangor,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],367650.8591207791,22349.14087922091,2
101856001,396000,1010.0,392.0792079207921,Service Residence,Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Johor Bahru,Johor,2.0,2.0,2.0,2019.0,25.0,2003.0,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately.,parc regency apartment @ masai 1010sqft corner unit full loan & cash out cover legal (loan 95% from rm450k) prepare rm3960 only can process loan low installment rm2000+- for sale: rm 396k bank value : rm450k address: block d #1x-xx parc regency apartment type: service apartment unit type: corner tenure : freehold non bumi bedroom: 2+1 bathroom: 2 built up: 1010 sqft renovation: full renovated furnishing: partially direction: sw facing: natura view g&g: yes car park: 2 carpark neighbors: tbc maintenance fee: tbc house year: around 10 call or whatsapp jong show contact number www.wasap.my/6 show contact number no cobroke !! continue reading,False,True,PR005,True,False,False,False,False,False,1,True,0,[1010.0],"[396000.0, 450000.0]",408798.6290658308,12798.629065830784,1
103802482,390000,1050.0,371.42857142857144,Condominium,Selangor » Seri Kembangan,Unknown,Seri Kembangan,Selangor,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],360539.8766381223,29460.12336187769,2
103802652,395000,1100.0,359.09090909090907,Condominium,Selangor » Seri Kembangan,Unknown,Seri Kembangan,Selangor,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],383557.4689675655,11442.53103243449,4
103204105,396000,1010.0,392.0792079207921,Service Residence,Parc Regency Serviced Apartment,Malaysia Land Properties Sdn. Bhd.,Johor Bahru,Johor,2.0,2.0,2.0,2019.0,25.0,2003.0,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately.,parc regency apartment @ masai 1010sqft corner unit full loan & cash out cover legal (loan 95% from rm450k) prepare rm3960 only can process loan low installment rm2000+- for sale: rm 396k bank value : rm450k address: block d #1x-xx parc regency apartment type: service apartment unit type: corner tenure : freehold non bumi bedroom: 2+1 bathroom: 2 built up: 1010 sqft renovation: full renovated furnishing: partially direction: sw facing: natura view g&g: yes car park: 2 carpark neighbors: tbc maintenance fee: tbc house year: around 10 call or whatsapp jong show contact number www.wasap.my/6 show contact number no cobroke !! continue reading,False,True,PR005,True,False,False,False,False,False,1,True,0,[1010.0],"[396000.0, 450000.0]",374691.12560939294,21308.87439060706,2
103462826,265000,730.0,363.013698630137,Apartment,Desa Delima,Unknown,Ayer Itam,Penang,3.0,2.0,1.0,1992.0,17.0,3.0,SUSPICIOUS,STRATA_TOTAL_UNITS_NEEDS_REVIEW,RETAIN_PENDING_REVIEW,"Optional total_units is <=3 or >=5,000 for a strata development; may refer to block/phase or be a source entry error. | OPTIONAL_MISSING_COUNT=2; retained with existing fold-safe handling unless another independent rule applies.",desa delima 3 bedrooms 2 bathrooms 1 carpark kindly contact me for viewing tony cheah show contact number,False,False,,False,False,False,False,False,False,0,True,2,[],[],244874.01683580855,20125.98316419145,4
103749593,458000,850.0,538.8235294117648,Service Residence,The Clio 2 Residences,IOI Properties Group Berhad,Putrajaya,Putrajaya,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"resort dream home @ ioi city putrajaya --------------------------------------------------------------- ** next largest ioi city mall putrajaya (walking distance) ** freehold ** full loan + cash back ** free 70% furnished please call eiffel lai show contact number http://www.wasap.my/6 show contact number ## 3 bedrooms 2 bathrooms ## from rm2,100/month ## free kitchen cabinet with hood & hob ## free all bedrooms wardrobe ## free digital lockset ## free panic button in master bedroom ## free spa & loan legal fee ## free mot & loan stamp duty ## free maintenance fee --------------------------------------------------------------- !!! super super nice !!! - semi-d layout - up to 1,216 sq.ft. with panoramic view - 8ft. height windows in every room - 3 lifts serving 8 units per floor - 2-storey clubhouse with mini-theatre, games room, reading lab & etc. - outdoor facilities such as: jacuzzi, half-olympic length lap pool, sauna & yoga deck - express car park ramp ** nearby : - walking distance to ioi city mall - walking distance to shoplots : starbucks, watsons, mr. d.i.y, groceries, and eateries - 1.0 km to upm - 2.5 km to hospital serdang - 6.0 km to tanarata international school, the mines - 9.0 km to sjk© serdang baru 2 & upm - 9.0 km to c180 cheras, balakong - 11.0 km to putrajaya park & ride (erl & mrt) - 27.0 km to kuala lumpur city centre dont hesitate to call/whatsapps , ===================== eiffel lai show contact number eiffel lai show contact number http://www.wasap.my/6 show contact number ===================== continue reading",False,False,,False,False,False,False,False,False,2,True,5,[1216.0],[],513147.428621311,55147.42862131097,3
103802052,392000,1100.0,356.3636363636364,Condominium,Selangor » Serdang,Unknown,Serdang,Selangor,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],340964.1083356201,51035.89166437992,3
103801819,390000,1000.0,390.0,Condominium,Selangor » Serdang,Unknown,Serdang,Selangor,3.0,2.0,2.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"nearby malaysia largest shopping mall, ready to move in provide 6 layouts (830-1300sqft) luxury and comfortable environment to living, surrouded by greenery environment feel fresh air, and healthy life !!! super low density only 8 unit per floor, walk to shopping mall, and shoplots to satisfy our live, food, fun, and drinks. easily access to highway. ​✅ 10-15% rebates ✅ free all legal fees ✅ free mot ✅ free top grade furnitures ✅ cashbacks up to rm 60,000 ✅ equipped with wardrobes, cabinets, smart lock, shower screen, water hilter (clubhouse facilities) 🔸 exploratory lab 🔸 gym 🔸 swimming pool 🔸 yoga deck 🔸 jacuzzi 🔸 sky gardens (amenities) 🏢 ioi city mall - malaysia's largest shopping center (walking distance 500m) 🏞 close to a 10-acre central park* ⛳ championship-level golf courses 👩🏻‍⚕ putrajaya rehabilitation hospital (4.8 km) 🏥 serdang hospital (5.3 km) 🏪 conezion retails shoplots (walking distance 5 min) (transportation) 🚅 erl ( putrajaya cyberjaya line) 🚄 mrt sierra 16( putrajaya line) 🚌 shuttle bus (accesbility) - 5km to serdang - 9km to seri kembangan - 15km to bukit jalil - 18km to puchong - 25km to kuala lumpur contact osric show contact number to get e-brochure osric show contact number show contact number osric show contact number osric  show contact number continue reading",False,False,,False,False,False,False,False,False,1,True,5,[1300.0],[60000.0],320800.994052276,69199.00594772398,3
103151143,175000,550.0,318.1818181818182,Flat,Seksyen 2 Wangsa Maju Flat,Unknown,Kuala Lumpur,Kuala Lumpur,3.0,2.0,1.0,,,,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"**disclaimer** all pictures shown are for illustration purpose only may not the actual unit, viewing the actual unit is always welcome ===== for sale ====== features: * tenure : leasehold * bumi type : non-bumi lot * built-up : 550 sq. ft. * no. of bedrooms : 3 * no. of bathrooms : 2 * no. of car park : 1 * renovation : built-in kitchen cabinet & furnished * asking price : rm 175,000 for more info & viewing arrangement : =============================== call / whatsapp : show contact number (choong) =============================== thank you ! continue reading",False,True,PR012,True,False,False,False,False,False,1,True,5,[550.0],[175000.0],178395.7548863997,3395.7548863996926,1
103150184,175000,550.0,318.1818181818182,Flat,Seksyen 2 Wangsa Maju Flat,Unknown,Kuala Lumpur,Kuala Lumpur,3.0,2.0,1.0,,,,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"**disclaimer** all pictures shown are for illustration purpose only may not the actual unit, viewing the actual unit is always welcome ===== for sale ====== features: * tenure : leasehold * bumi type : non-bumi lot * built-up : 550 sq. ft. * no. of bedrooms : 3 * no. of bathrooms : 2 * no. of car park : 1 * renovation : built-in kitchen cabinet & furnished * asking price : rm 175,000 for more info & viewing arrangement : =============================== call / whatsapp : show contact number (choong) =============================== thank you ! continue reading",False,True,PR012,True,False,False,False,False,False,1,True,5,[550.0],[175000.0],181715.67353594533,6715.6735359453305,5
102753020,460000,1055.0,436.01895734597156,Service Residence,Atlantis Residences,Telandan Setia Sdn Bhd,Melaka Tengah,Melaka,2.0,2.0,5.0,2017.0,40.0,1360.0,SUSPICIOUS,UNSUPPORTED_HIGH_PARKING_COUNT,RETAIN_PENDING_REVIEW,Structured parking is >=5 and the description does not explicitly support the same count.,"details welcome to atlantis residence, a stunning property located at jalan ksb 11a, taman mutiara, kota syahbandar, melaka. this beautiful property is now available for sale and offers a fantastic opportunity for homebuyers. here are the key details: - property type: residential - bedrooms: 2 - bathrooms: 2 - floorspace: 1055 sqft - price: rm 490,000 - high floor - seaview - actual unit amenities surrounded by a vibrant neighborhood, atlantis residence offers a range of amenities to enhance your lifestyle. here are some of the nearby attractions: - shopping malls: enjoy the convenience of shopping at nearby malls such as jonker walk and dataran pahlawan melaka megamall. - schools: excellent educational institutions like st. francis institution and smk st. francis are just a short distance away. - hospitals: stay assured with easy access to quality healthcare facilities including mahkota medical centre and pantai hospital melaka. - parks: take a leisurely stroll or enjoy outdoor activities at nearby parks like taman rempah and taman melaka raya. asking price don't miss out on this amazing opportunity to own a property in the sought-after atlantis residence. the asking price for this property is rm 490,000. (nego) ==================== agent details the agent details are as follows: agent name: danny kuah ren number: 38011 phone number: 6 show contact number for more information or to schedule a viewing, please contact danny kuah. continue reading",False,False,,False,False,False,False,False,False,1,True,0,[1055.0],[490000.0],514860.1084251154,54860.10842511541,4
101986221,295000,689.0,428.1567489114659,Service Residence,Atlantis Residences,Telandan Setia Sdn Bhd,Melaka Tengah,Melaka,1.0,1.0,5.0,2017.0,40.0,1360.0,SUSPICIOUS,UNSUPPORTED_HIGH_PARKING_COUNT,RETAIN_PENDING_REVIEW,Structured parking is >=5 and the description does not explicitly support the same count.,"type a atlantis serviced apartment -------------------------------------------------------------------- type a rooms serviced apartment *york huei show contact number *danny kuah show contact number for sell partially furniture pool view middle floor good condition 1 bedrooms 1 bathrooms 689 sq ft nearby: -located in kota laksamana district -5 mins drive to jonker walk street -7 mins drive to melaka raya commercial centre leisure facilities: 1. 24 hours 2-tier guarded security with card access *cctv surveillance. 2. jacuzzi 3. well-equipped gym rooms 4. sauna & changing rooms 5. kids pool 6. swimming pool 7. bbq park 8. multi-purpose hall 9. children's playground 10. grand lift lobby 11. viewing gallery & breeze way 12. garden in the sky 13.sky bridge ************************** fore more details & viewing arrangement; kindly contact, ************************** york huei ren 33485 show contact number show contact number show contact number danny kuah ren 38011 show contact number show contact number show contact number facebook page: fb.me/yorkhueidannykuahpropertymelaka ip roperty link: https://www,ip roperty.com.my/property-agent/danny-kuah-41209/ property guru link: www.dannykuah.agentweb.my mudah link: https://www.mudah.my/danny-kuah-iqi-realty iqi global link: https://www.iqiglobal.com/agent/kuah-kim-hai whatsapp: https://wa.me/6 show contact number https://wa.me/6 show contact number https://wa.me/6 show contact number free property valuation free selling advise free loan consultation full loan scheme rent to own scheme lppsa government scheme ************************** *disclaimer* to protect owner or tenant's privacy, the photos shown may not be the actual unit, it's for illustration purpose only. appreciate your understanding and viewing appointment on actual unit is always welcome~ you may call me up for others house inquiry,we have others houses ready for sale, in malaysia property wanted for any sale & rent : house, apartment, condominium, shop, factory, land and etc.. welcome owner to contact , we have ready buyer and tenant. thanks ************************************ it’s my pleasure to serve you better !!! continue reading",False,False,,False,False,False,False,False,False,1,True,0,[689.0],[],394278.3841899083,99278.38418990828,1
102920898,428000,819.0,522.5885225885226,Service Residence,Majestic Maxim,Maxim Holdings,Kuala Lumpur,Kuala Lumpur,3.0,2.0,1.0,2021.0,44.0,2136.0,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=1; retained with existing fold-safe handling unless another independent rule applies.,"majestic maxim, cheras, new condo for sale 3 rooms 2 bedrooms 819sf 2 air cond 1 car park sale rm428k please call kinki chan show contact number for more information. thank you. property highlights new! bedroom 3 bathroom 2 property size 819 sq.ft. nearby railway station mrt station taman connaught (mrt sungai buloh-kajang line) nearby school sk seri anggerik nearby mall cheras sentral see more details",False,True,PR017,True,False,False,False,False,False,1,True,1,[819.0],[428000.0],433418.5353028694,5418.5353028693935,2
103726707,290000,990.0,292.92929292929296,Apartment,Kasturi (Johor Bahru),Unknown,Johor Bahru,Johor,3.0,2.0,1.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=5; retained with existing fold-safe handling unless another independent rule applies.,"🔥apartment for sale🔥   🏠pangsapuri kasturi bandar dato' onn ‼️   ➡️ 3 bedrooms 2 bathrooms  ➡️ 861sq.ft  ➡️ apartment  ➡️ bumi lot  ➡️ freehold  ➡️ level 6 ( lift )  ➡️ safe environment (guarded)  🚨 good area , near amenities , peaceful surrounding 🏢 near aeon 🕌 near masjid sultan iskandar 🏪 near tebing dato' onn  🏥 near kpj  harga rm290k market rm300k call wira show contact number ren 53374 odlegacy continue reading",False,False,,False,False,False,False,False,False,0,True,5,[861.0],"[290000.0, 300000.0]",321415.66955029144,31415.669550291437,1
103450483,380000,1200.0,316.6666666666667,Condominium,Pelita Indah Condominium,Symphony Life Berhad,Johor Bahru,Johor,3.0,2.0,1.0,,,,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies.,"low deposit can apply loan full loan unit for sale : rm380k address : pelita indah condominium, jalan pelita, wadi hana, 80300 johor bahru, johor type : condominium unit type : intermediate property title : non bumi tenure : freehold bedroom : 3 bathroom : 2 built up : 1200 furnishing : unfurnished renovation : facing : direction : g&g : yes car park : 1 maintenance fee : (no cobrokre) ren 54634 vigor properties please call & whatapp show contact number bryan ng continue reading",False,True,PR002,True,False,False,False,False,False,1,True,4,[],[380000.0],374150.7838136599,5849.216186340083,5
100208765,78000,450.0,173.33333333333334,Flat,Malihah,Unknown,Kuching,Sarawak,2.0,1.0,1.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=6; retained with existing fold-safe handling unless another independent rule applies.,"taman malihah!!! contact utk gambar!!! sila hubungi /sms/ whatsapp joey liew @ show contact number untuk temujanji! flat taman malihah untuk dijual!! -1st floor (level 2) -2 bedrooms 1 bathroom -496sqft -fully tiled harga: rm78,000 -bulanan: rm355 (13.2k deposit) -kegunaan epf boleh diatur senarai dokumen untuk disediakan: -ic salinan -3 bulan slip gaji terkini -3 bulan penyata bank terkini -penyata epf terkini sila hubungi /sms/ whatsapp joey liew @ show contact number untuk temujanji! terima kasih!!! continue reading",False,False,,False,False,False,False,False,False,0,True,6,[496.0],[78000.0],117652.54987209948,39652.54987209948,5
102281172,390000,1226.0,318.10766721044047,Service Residence,HK Square,Libing Sdn Bhd,Kuching,Sarawak,2.0,1.0,1.0,,,,SUSPICIOUS,SINGLE_DESCRIPTION_SIZE_MISMATCH,RETAIN_PENDING_REVIEW,Only explicit description size differs from structured property_size_sqft by more than 10%. | OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies.,"contact for more pictures!!! kindly contact/ sms/ whatsapp joey liew @ show contact number untuk temujanji! hk square apartment for sale!! -3rd floor (level 4) -2 bedrooms 1 bathroom -669sqft price: rm390,000 -loan will be arranged -withdrawal of epf can be arranged kindly contact/ sms/ whatsapp joey liew @ show contact number untuk temujanji! thank you!!!",False,False,,False,False,False,False,False,False,0,True,4,[669.0],[390000.0],624244.4855487174,234244.48554871744,4
103470205,168000,710.0,236.61971830985917,Apartment,Park Avenue (Tampoi Indah),Unknown,Johor Bahru,Johor,3.0,2.0,1.0,,3.0,,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies.,for sale park avenue 3 bedroom 2 bathroom 710sqf original unit selling price rm168000 various shoplots available near to kinds of shopping mall please contact daniel ling 6 show contact number wasap.me/ +6 show contact number ren 51666 royce properties,False,True,PR022,True,False,False,False,False,False,0,True,4,[],[168000.0],178980.22551349617,10980.225513496174,5
103336579,358000,1200.0,298.3333333333333,Apartment,Sri Akasia,Unknown,Johor Bahru,Johor,3.0,2.0,2.0,2005.0,,698.0,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=2; retained with existing fold-safe handling unless another independent rule applies.,for sale sri akasia corner unit 3 bedroom 2 bathroom 1200sqf full loan available 2 car parks selling price rm358k walking distance to paradigm mall 5 mins to perling mall 10 mins to ciq and city centre please contact daniel ling 6 show contact number wasap.me/ +6 show contact number ren 51666 royce properties continue reading,False,True,PR013,True,False,False,False,False,False,1,True,2,[],[358000.0],365328.1299846061,7328.129984606116,2
101557980,235000,700.0,335.7142857142857,Apartment,Desa Delima,Unknown,Ayer Itam,Penang,3.0,2.0,1.0,1992.0,17.0,3.0,SUSPICIOUS,STRATA_TOTAL_UNITS_NEEDS_REVIEW,RETAIN_PENDING_REVIEW,"Optional total_units is <=3 or >=5,000 for a strata development; may refer to block/phase or be a source entry error. | OPTIONAL_MISSING_COUNT=1; retained with existing fold-safe handling unless another independent rule applies.",reno 1 car park price stil can nego kindly contact kaze kang show contact number,False,False,,False,False,False,False,False,False,0,True,1,[],[],227980.1024278859,7019.897572114103,4
103223072,168000,710.0,236.61971830985917,Apartment,Park Avenue (Tampoi Indah),Unknown,Johor Bahru,Johor,3.0,2.0,1.0,,3.0,,SUSPICIOUS,POSSIBLE_REPEAT_DIFFERENT_LISTING_ID,RETAIN_PENDING_REVIEW,Different listing_id with identical canonical fields; exact description match=recorded separately. | OPTIONAL_MISSING_COUNT=4; retained with existing fold-safe handling unless another independent rule applies.,for sale park avenue 3 bedroom 2 bathroom 710sqf original unit selling price rm168000 various shoplots available near to kinds of shopping mall please contact daniel ling 6 show contact number wasap.me/ +6 show contact number ren 51666 royce properties,False,True,PR022,True,False,False,False,False,False,0,True,4,[],[168000.0],188228.88826723475,20228.888267234754,2
